timestep,HoeffdingTreeClassifier,GaussianNB,Perceptron
223,0.9013452914798207,0.9013452914798207,0.9013452914798207
224,0.9017857142857143,0.9017857142857143,0.9017857142857143
225,0.9022222222222223,0.9022222222222223,0.9022222222222223
226,0.9026548672566371,0.9026548672566371,0.9026548672566371
227,0.9030837004405287,0.9030837004405287,0.9030837004405287
228,0.9035087719298246,0.9035087719298246,0.9035087719298246
229,0.9039301310043668,0.9039301310043668,0.9039301310043668
230,0.9043478260869565,0.9043478260869565,0.9043478260869565
231,0.9047619047619048,0.9047619047619048,0.9047619047619048
232,0.9051724137931034,0.9051724137931034,0.9051724137931034
233,0.9055793991416309,0.9055793991416309,0.9055793991416309
234,0.905982905982906,0.905982905982906,0.905982905982906
235,0.9063829787234042,0.9063829787234042,0.902127659574468
236,0.9067796610169492,0.9067796610169492,0.902542372881356
237,0.9071729957805907,0.9071729957805907,0.9029535864978903
238,0.907563025210084,0.907563025210084,0.9033613445378151
239,0.9079497907949791,0.9079497907949791,0.9037656903765691
240,0.9083333333333333,0.9083333333333333,0.9
241,0.9087136929460581,0.9087136929460581,0.9004149377593361
242,0.9090909090909091,0.9090909090909091,0.9008264462809917
243,0.9094650205761317,0.9094650205761317,0.9012345679012346
244,0.9098360655737705,0.9098360655737705,0.9016393442622951
245,0.9102040816326531,0.9102040816326531,0.9020408163265307
246,0.9105691056910569,0.9105691056910569,0.9024390243902439
247,0.9109311740890689,0.9109311740890689,0.902834008097166
248,0.9112903225806451,0.9112903225806451,0.9032258064516129
249,0.9116465863453815,0.9116465863453815,0.9036144578313253
250,0.912,0.912,0.904
251,0.9123505976095617,0.9123505976095617,0.9043824701195219
252,0.9126984126984127,0.9126984126984127,0.9047619047619048
253,0.9130434782608695,0.9130434782608695,0.9051383399209486
254,0.9133858267716536,0.9133858267716536,0.905511811023622
255,0.9137254901960784,0.9137254901960784,0.9058823529411765
256,0.9140625,0.9140625,0.90625
257,0.914396887159533,0.914396887159533,0.9066147859922179
258,0.9147286821705426,0.9147286821705426,0.9069767441860465
259,0.915057915057915,0.915057915057915,0.9034749034749034
260,0.9153846153846154,0.9153846153846154,0.9038461538461539
261,0.9157088122605364,0.9157088122605364,0.9042145593869731
262,0.916030534351145,0.916030534351145,0.9045801526717557
263,0.9163498098859315,0.9163498098859315,0.9049429657794676
264,0.9166666666666666,0.9166666666666666,0.9053030303030303
265,0.9169811320754717,0.9169811320754717,0.9056603773584906
266,0.9172932330827067,0.9172932330827067,0.9060150375939849
267,0.9176029962546817,0.9176029962546817,0.9063670411985019
268,0.917910447761194,0.917910447761194,0.9029850746268657
269,0.9182156133828996,0.9182156133828996,0.9033457249070632
270,0.9185185185185185,0.9185185185185185,0.9037037037037037
271,0.9188191881918819,0.9188191881918819,0.9040590405904059
272,0.9191176470588235,0.9191176470588235,0.9044117647058824
273,0.9194139194139194,0.9194139194139194,0.9047619047619048
274,0.9197080291970803,0.9197080291970803,0.9051094890510949
275,0.92,0.92,0.9054545454545454
276,0.9202898550724637,0.9202898550724637,0.9057971014492754
277,0.9205776173285198,0.9205776173285198,0.9061371841155235
278,0.920863309352518,0.920863309352518,0.9064748201438849
279,0.921146953405018,0.921146953405018,0.9068100358422939
280,0.9214285714285714,0.9214285714285714,0.9071428571428571
281,0.9217081850533808,0.9217081850533808,0.9074733096085409
282,0.9219858156028369,0.9219858156028369,0.9078014184397163
283,0.9222614840989399,0.9222614840989399,0.9081272084805654
284,0.9225352112676056,0.9225352112676056,0.9084507042253521
285,0.9192982456140351,0.9192982456140351,0.9052631578947369
286,0.9195804195804196,0.9195804195804196,0.9055944055944056
287,0.9163763066202091,0.9163763066202091,0.9059233449477352
288,0.9166666666666666,0.9166666666666666,0.90625
289,0.916955017301038,0.916955017301038,0.903114186851211
290,0.9172413793103448,0.9172413793103448,0.903448275862069
291,0.9175257731958762,0.9175257731958762,0.9037800687285223
292,0.9178082191780822,0.9178082191780822,0.9041095890410958
293,0.9180887372013652,0.9180887372013652,0.9044368600682594
294,0.9183673469387755,0.9183673469387755,0.9047619047619048
295,0.9186440677966101,0.9186440677966101,0.9050847457627119
296,0.918918918918919,0.918918918918919,0.902027027027027
297,0.9191919191919192,0.9191919191919192,0.9023569023569024
298,0.9194630872483222,0.9194630872483222,0.9026845637583892
299,0.919732441471572,0.919732441471572,0.903010033444816
300,0.92,0.92,0.9033333333333333
301,0.920265780730897,0.920265780730897,0.9036544850498339
302,0.9205298013245033,0.9205298013245033,0.9039735099337748
303,0.9207920792079208,0.9207920792079208,0.9042904290429042
304,0.9210526315789473,0.9210526315789473,0.9046052631578947
305,0.921311475409836,0.921311475409836,0.9049180327868852
306,0.9215686274509803,0.9215686274509803,0.9052287581699346
307,0.9218241042345277,0.9218241042345277,0.9055374592833876
308,0.922077922077922,0.922077922077922,0.9058441558441559
309,0.9223300970873787,0.9223300970873787,0.9061488673139159
310,0.9225806451612903,0.9225806451612903,0.9064516129032258
311,0.9228295819935691,0.9228295819935691,0.9067524115755627
312,0.9198717948717948,0.9198717948717948,0.907051282051282
313,0.9201277955271565,0.9201277955271565,0.9073482428115016
314,0.9203821656050956,0.9203821656050956,0.9076433121019108
315,0.9206349206349206,0.9206349206349206,0.9079365079365079
316,0.9208860759493671,0.9208860759493671,0.9082278481012658
317,0.9211356466876972,0.9211356466876972,0.9085173501577287
318,0.9213836477987422,0.9213836477987422,0.9088050314465409
319,0.9216300940438872,0.9216300940438872,0.9090909090909091
320,0.921875,0.921875,0.909375
321,0.9221183800623053,0.9221183800623053,0.9096573208722741
322,0.922360248447205,0.922360248447205,0.9099378881987578
323,0.9226006191950464,0.9226006191950464,0.9102167182662538
324,0.9228395061728395,0.9228395061728395,0.9104938271604939
325,0.9230769230769231,0.9230769230769231,0.9107692307692308
326,0.9233128834355828,0.9233128834355828,0.911042944785276
327,0.9204892966360856,0.9204892966360856,0.908256880733945
328,0.9207317073170732,0.9207317073170732,0.9085365853658537
329,0.9209726443768997,0.9209726443768997,0.9088145896656535
330,0.9212121212121213,0.9212121212121213,0.9090909090909091
331,0.9214501510574018,0.9214501510574018,0.9093655589123867
332,0.9216867469879518,0.9216867469879518,0.9096385542168675
333,0.9219219219219219,0.9219219219219219,0.9069069069069069
334,0.9221556886227545,0.9221556886227545,0.907185628742515
335,0.9223880597014925,0.9223880597014925,0.9074626865671642
336,0.9226190476190477,0.9226190476190477,0.9077380952380952
337,0.9228486646884273,0.9228486646884273,0.9080118694362018
338,0.9230769230769231,0.9230769230769231,0.908284023668639
339,0.9233038348082596,0.9233038348082596,0.9085545722713865
340,0.9235294117647059,0.9235294117647059,0.9088235294117647
341,0.9237536656891495,0.9237536656891495,0.9090909090909091
342,0.9239766081871345,0.9239766081871345,0.9093567251461988
343,0.924198250728863,0.924198250728863,0.9096209912536443
344,0.9244186046511628,0.9244186046511628,0.9098837209302325
345,0.9217391304347826,0.9217391304347826,0.9101449275362319
346,0.9219653179190751,0.9219653179190751,0.9104046242774566
347,0.9221902017291066,0.9221902017291066,0.9106628242074928
348,0.9224137931034483,0.9224137931034483,0.9109195402298851
349,0.9226361031518625,0.9226361031518625,0.9111747851002865
350,0.9228571428571428,0.9228571428571428,0.9114285714285715
351,0.9230769230769231,0.9230769230769231,0.9116809116809117
352,0.9232954545454546,0.9232954545454546,0.9119318181818182
353,0.9235127478753541,0.9235127478753541,0.9121813031161473
354,0.923728813559322,0.923728813559322,0.9124293785310734
355,0.9211267605633803,0.9211267605633803,0.9126760563380282
356,0.9213483146067416,0.9213483146067416,0.9129213483146067
357,0.9215686274509803,0.9215686274509803,0.9131652661064426
358,0.9217877094972067,0.9217877094972067,0.9134078212290503
359,0.9220055710306406,0.9220055710306406,0.9136490250696379
360,0.9222222222222223,0.9222222222222223,0.9138888888888889
361,0.9224376731301939,0.9224376731301939,0.9141274238227147
362,0.9226519337016574,0.9226519337016574,0.9116022099447514
363,0.9228650137741047,0.9228650137741047,0.9118457300275482
364,0.9230769230769231,0.9230769230769231,0.9120879120879121
365,0.9232876712328767,0.9232876712328767,0.9123287671232877
366,0.9234972677595629,0.9234972677595629,0.912568306010929
367,0.9237057220708447,0.9237057220708447,0.9128065395095368
368,0.9239130434782609,0.9239130434782609,0.9130434782608695
369,0.924119241192412,0.924119241192412,0.9132791327913279
370,0.9243243243243243,0.9243243243243243,0.9135135135135135
371,0.921832884097035,0.921832884097035,0.9137466307277629
372,0.9220430107526881,0.9220430107526881,0.9139784946236559
373,0.9222520107238605,0.9222520107238605,0.9142091152815014
374,0.9224598930481284,0.9224598930481284,0.9144385026737968
375,0.9226666666666666,0.9226666666666666,0.9146666666666666
376,0.9228723404255319,0.9228723404255319,0.9148936170212766
377,0.9230769230769231,0.9230769230769231,0.9151193633952255
378,0.9232804232804233,0.9232804232804233,0.9153439153439153
379,0.9234828496042217,0.9234828496042217,0.9155672823218998
380,0.9210526315789473,0.9210526315789473,0.9131578947368421
381,0.9212598425196851,0.9212598425196851,0.9133858267716536
382,0.9214659685863874,0.9214659685863874,0.9136125654450262
383,0.9216710182767625,0.9216710182767625,0.9138381201044387
384,0.921875,0.921875,0.9140625
385,0.922077922077922,0.922077922077922,0.9142857142857143
386,0.9222797927461139,0.9222797927461139,0.9145077720207254
387,0.9224806201550387,0.9224806201550387,0.9147286821705426
388,0.9226804123711341,0.9226804123711341,0.9149484536082474
389,0.9203084832904884,0.9203084832904884,0.9151670951156813
390,0.9205128205128205,0.9205128205128205,0.9153846153846154
391,0.9207161125319693,0.9207161125319693,0.9156010230179028
392,0.9209183673469388,0.9209183673469388,0.9158163265306123
393,0.9211195928753181,0.9211195928753181,0.916030534351145
394,0.9213197969543148,0.9213197969543148,0.916243654822335
395,0.9215189873417722,0.9215189873417722,0.9139240506329114
396,0.9217171717171717,0.9217171717171717,0.9141414141414141
397,0.9219143576826196,0.9219143576826196,0.9143576826196473
398,0.9221105527638191,0.9221105527638191,0.914572864321608
399,0.9223057644110275,0.9223057644110275,0.9147869674185464
400,0.9225,0.9225,0.915
401,0.9226932668329177,0.9226932668329177,0.9152119700748129
402,0.9228855721393034,0.9228855721393034,0.9154228855721394
403,0.9230769230769231,0.9230769230769231,0.9156327543424317
404,0.9232673267326733,0.9232673267326733,0.9158415841584159
405,0.9234567901234568,0.9234567901234568,0.9160493827160494
406,0.9236453201970444,0.9236453201970444,0.916256157635468
407,0.9238329238329238,0.9238329238329238,0.9164619164619164
408,0.9240196078431373,0.9240196078431373,0.9166666666666666
409,0.9242053789731052,0.9242053789731052,0.9168704156479217
410,0.9243902439024391,0.9243902439024391,0.9170731707317074
411,0.9245742092457421,0.9245742092457421,0.9172749391727494
412,0.9247572815533981,0.9247572815533981,0.9174757281553398
413,0.9249394673123487,0.9249394673123487,0.9176755447941889
414,0.9251207729468599,0.9251207729468599,0.9178743961352657
415,0.9228915662650602,0.9228915662650602,0.9156626506024096
416,0.9230769230769231,0.9230769230769231,0.9158653846153846
417,0.9232613908872902,0.9232613908872902,0.9160671462829736
418,0.9234449760765551,0.9234449760765551,0.916267942583732
419,0.9236276849642004,0.9236276849642004,0.9164677804295943
420,0.9238095238095239,0.9238095238095239,0.9166666666666666
421,0.9239904988123515,0.9239904988123515,0.9168646080760094
422,0.9241706161137441,0.9241706161137441,0.9170616113744076
423,0.9243498817966903,0.9243498817966903,0.91725768321513
424,0.9245283018867925,0.9245283018867925,0.9174528301886793
425,0.9247058823529412,0.9247058823529412,0.9176470588235294
426,0.9248826291079812,0.9248826291079812,0.9178403755868545
427,0.9250585480093677,0.9250585480093677,0.9180327868852459
428,0.9228971962616822,0.9228971962616822,0.9182242990654206
429,0.9230769230769231,0.9230769230769231,0.9184149184149184
430,0.9232558139534883,0.9232558139534883,0.9186046511627907
431,0.9234338747099768,0.9234338747099768,0.9187935034802784
432,0.9236111111111112,0.9236111111111112,0.9189814814814815
433,0.9237875288683602,0.9237875288683602,0.9191685912240185
434,0.923963133640553,0.923963133640553,0.9193548387096774
435,0.9241379310344827,0.9241379310344827,0.9195402298850575
436,0.9243119266055045,0.9243119266055045,0.9197247706422018
437,0.9244851258581236,0.9244851258581236,0.919908466819222
438,0.9246575342465754,0.9246575342465754,0.9200913242009132
439,0.9248291571753986,0.9248291571753986,0.9202733485193622
440,0.925,0.925,0.9204545454545454
441,0.9251700680272109,0.9251700680272109,0.9206349206349206
442,0.9253393665158371,0.9253393665158371,0.920814479638009
443,0.9255079006772009,0.9255079006772009,0.9209932279909706
444,0.9256756756756757,0.9256756756756757,0.9211711711711712
445,0.9258426966292135,0.9258426966292135,0.9213483146067416
446,0.9260089686098655,0.9260089686098655,0.92152466367713
447,0.9261744966442953,0.9261744966442953,0.9217002237136466
448,0.9263392857142857,0.9263392857142857,0.921875
449,0.9265033407572383,0.9265033407572383,0.9220489977728286
450,0.9266666666666666,0.9266666666666666,0.9222222222222223
451,0.926829268292683,0.926829268292683,0.9223946784922394
452,0.9269911504424779,0.9269911504424779,0.922566371681416
453,0.9271523178807947,0.9271523178807947,0.9227373068432672
454,0.9273127753303965,0.9273127753303965,0.9229074889867841
455,0.9274725274725275,0.9274725274725275,0.9230769230769231
456,0.9276315789473685,0.9276315789473685,0.9232456140350878
457,0.9277899343544858,0.9277899343544858,0.9234135667396062
458,0.925764192139738,0.925764192139738,0.9213973799126638
459,0.9259259259259259,0.9259259259259259,0.9215686274509803
460,0.9260869565217391,0.9260869565217391,0.9217391304347826
461,0.9262472885032538,0.9262472885032538,0.9219088937093276
462,0.9264069264069265,0.9264069264069265,0.922077922077922
463,0.9265658747300216,0.9265658747300216,0.9222462203023758
464,0.9267241379310345,0.9267241379310345,0.9224137931034483
465,0.9268817204301075,0.9268817204301075,0.9225806451612903
466,0.927038626609442,0.927038626609442,0.9227467811158798
467,0.9271948608137045,0.9271948608137045,0.9229122055674518
468,0.9273504273504274,0.9273504273504274,0.9230769230769231
469,0.9275053304904051,0.9275053304904051,0.9232409381663113
470,0.9276595744680851,0.9276595744680851,0.9234042553191489
471,0.9278131634819533,0.9278131634819533,0.9235668789808917
472,0.9279661016949152,0.9279661016949152,0.923728813559322
473,0.9260042283298098,0.9260042283298098,0.9238900634249472
474,0.9261603375527426,0.9261603375527426,0.9240506329113924
475,0.9263157894736842,0.9263157894736842,0.9242105263157895
476,0.9264705882352942,0.9264705882352942,0.9243697478991597
477,0.9266247379454927,0.9266247379454927,0.9245283018867925
478,0.9267782426778243,0.9267782426778243,0.9246861924686193
479,0.9269311064718163,0.9269311064718163,0.9248434237995825
480,0.9270833333333334,0.9270833333333334,0.925
481,0.9272349272349273,0.9272349272349273,0.9251559251559252
482,0.9273858921161826,0.9273858921161826,0.9253112033195021
483,0.927536231884058,0.927536231884058,0.9254658385093167
484,0.9276859504132231,0.9276859504132231,0.9256198347107438
485,0.9278350515463918,0.9278350515463918,0.9257731958762887
486,0.9279835390946503,0.9279835390946503,0.9259259259259259
487,0.9281314168377823,0.9281314168377823,0.9260780287474333
488,0.9282786885245902,0.9282786885245902,0.9262295081967213
489,0.9284253578732107,0.9284253578732107,0.9263803680981595
490,0.9285714285714286,0.9285714285714286,0.926530612244898
491,0.9287169042769857,0.9287169042769857,0.9266802443991853
492,0.9288617886178862,0.9288617886178862,0.926829268292683
493,0.9290060851926978,0.9290060851926978,0.9249492900608519
494,0.9291497975708503,0.9291497975708503,0.9251012145748988
495,0.9272727272727272,0.9272727272727272,0.9252525252525252
496,0.9274193548387096,0.9274193548387096,0.9254032258064516
497,0.9275653923541247,0.9275653923541247,0.9255533199195171
498,0.927710843373494,0.927710843373494,0.9257028112449799
